kvk,naam,boekjaar,accountant
34271453,Loxam B.V.,2024,KPMG
34089332,Loyalty Management Netherlands B.V.,2024,KPMG
70915016,LSP 6 Feeder Coöperatief U.A.,2024,KPMG
71004955,LSP 6 Feeder II Coöperatief U.A.,2024,KPMG
83149678,LSP 7 Coöperatief U.A.,2024,KPMG
34296447,LSP Advisory B.V.,2024,KPMG
81242395,LSP Dementia Fund Coöperatieve U.A.,2024,KPMG
82509654,Lucid Europe B.V.,2024,KPMG ; Grant Thornton
74988441,LuxExperience B.V.,2024,KPMG
55530788,Madrileña Red de Gas Finance B.V.,2024,KPMG
27154032,Madurodam B.V.,2024,KPMG
33116577,"Magazijn ""De Bijenkorf"" B.V.",2024,KPMG
68130465,MAIN Energie,2024,KPMG
17038197,Makita Nederland B.V.,2024,KPMG
58366016,Malt LNG Netherlands Holdings B.V.,2024,KPMG
81685181,Mambu B.V.,2024,KPMG
30105738,Mammoet Holding B.V.,2024,KPMG
34285879,Marel Holding B.V.,2024,KPMG
24054531,Marga B.V.,2024,KPMG
39050631,Maripaan Groep B.V.,2024,KPMG
39093032,Max Europe B.V.,2024,KPMG
17060920,Maxi Miliaan B.V.,2024,KPMG
55758606,MBO Amersfoort,2024,KPMG
30226543,MCI (Mirror Controls International) B.V.,2024,KPMG
30048300,MCi (Mirror Controls International) Netherlands B.V.,2024,KPMG
90348532,McNair Parent Coöperatief U.A.,2024,KPMG
54823196,Mead Johnson B.V.,2024,KPMG
32082917,Meander Medisch Centrum,2024,KPMG
32022610,Mediahuis Distributie B.V.,2024,KPMG
34283848,Mediahuis Nederland B.V.,2024,KPMG
75224178,Mediahuis Nederland Beheer B.V.,2024,KPMG
33150568,Mediahuis Nederland Digital Marketplaces B.V.,2024,KPMG
24280642,Mediahuis NRC B.V.,2024,KPMG
61879258,Mediahuis NRC Holding B.V.,2024,KPMG
34183014,Mediahuis Personeel B.V.,2024,KPMG
32116986,Mediahuis Radio B.V.,2024,KPMG
81783221,Mediq Top Holding B.V.,2024,KPMG
41029722,Medisch Spectrum Twente,2024,KPMG
52852679,Medux B.V.,2024,KPMG
84538554,Medux International B.V.,2024,KPMG
34253842,Medux International Holding B.V.,2024,KPMG
22054980,MEGlobal B.V.,2024,KPMG
59214546,Mehoco B.V.,2024,KPMG
02091555,Mensenlinq,2024,KPMG
50544101,Menzis N.V.,2024,KPMG
50544810,Menzis Zorgverzekeraar,2024,KPMG
33130139,Mercis Beheer B.V.,2024,KPMG
30189136,Merus N.V.,2024,KPMG
72330279,Messer Industries B.V.,2024,KPMG
33133449,Metro Distributie Nederland B.V.,2024,KPMG
58978976,MG NL holding B.V.,2024,KPMG
34268419,MHI International Investment B.V.,2024,KPMG
08076839,Mid Ocean Group B.V.,2024,KPMG
30189154,Midlin N.V.,2024,KPMG
53898737,Mimetas B.V.,2024,KPMG
33134943,Mirage Retail Group B.V.,2024,KPMG
33279602,Mitsubishi Electric Europe B.V.,2024,KPMG
33271172,Mitsubishi Electric R&D Centre Europe B.V.,2024,KPMG
30022258,Mitsubishi Elevator Europe B.V.,2024,KPMG
39047752,Mitsubishi Turbocharger and Engine Europe,2024,KPMG
24329509,Mixhold B.V.,2024,KPMG
34138132,MMS Communications,2024,E & Y ; KPMG
02093714,MobielWerkt B.V.,2024,KPMG
34143423,Mobile Systems International Cellular Investments (Sudan) B.V.,2024,KPMG
08055138,ModusLink B.V.,2024,KPMG
17229715,Mohawk United International B.V.,2024,KPMG
83289275,Molenbeek Beheer B.V.,2024,KPMG
34119131,Montalis Investment B.V.,2024,KPMG
34288402,Mopet Beheer B.V.,2024,KPMG
34139006,Morningstar Holland,2024,KPMG
51445840,Morsano B.V.,2024,KPMG
21012026,Morssinkhof Plastics Heerenveen B.V.,2024,KPMG
08022110,Morssinkhof Plastics Lichtenvoorde B.V.,2024,KPMG
39082855,Morssinkhof Plastics Zeewolde B.V.,2024,KPMG
82275734,Mosaic Potash Brazil B.V.,2024,KPMG
30231323,MRW Holding B.V.,2024,KPMG
59043733,MTU Maintenance Lease Services B.V.,2024,KPMG
30088926,Multivac B.V.,2024,KPMG
50305689,MVM Resources International B.V.,2024,KPMG
88362027,MW Investment B.V.,2024,KPMG
34081570,N.V. Afvalzorg Holding,2024,KPMG
30012558,N.V. Nederlandse Spoorwegen,2024,KPMG
50369733,National Air Cargo (Nederland) B.V.,2024,KPMG
41158179,Nationale Hypotheek Garantie,2024,KPMG
05071891,Nationale-Nederlanden ABN AMRO Verzekeringen Holding B.V.,2024,KPMG
52605884,Nationale-Nederlanden Bank N.V.,2024,KPMG
24042211,Nationale-Nederlanden Levensverzekering Maatschappij N.V.,2024,KPMG
27023707,Nationale-Nederlanden Schadeverzekering Maatschappij N.V.,2024,KPMG
27118912,Nationale-Nederlanden Zorg,2024,KPMG
30125512,Nebras Power Investment Management B.V.,2024,KPMG
20035000,Nedasco B.V.,2024,KPMG
24285630,Nelson Petroleum Buzachi B.V.,2024,KPMG
86238922,NEM Energy,2024,KPMG
24280381,Neste Components B.V.,2024,KPMG
23072152,Neste Demeter B.V.,2024,KPMG
24432861,Neste Netherlands B.V.,2024,KPMG
33154205,New Sources Energy N.V.,2024,KPMG
55703623,NewCold Coöperatief U.A.,2024,KPMG
58680152,NewCold UK B.V.,2024,KPMG
93842031,Newton Dutch Bidco B.V.,2024,KPMG
33256675,Nexent Bank N.V.,2024,KPMG
63785900,Nexif Energy Holdings B.V.,2024,KPMG
88444392,Nexilis Management Europe B.V.,2024,KPMG
06032426,Nijhof-Wassink Beleggingsmaatschappij B.V.,2024,KPMG
52387534,NN Group N.V.,2024,KPMG
18047066,Nooteboom Textiel,2024,KPMG
86153285,Nooteboom Topco B.V.,2024,KPMG
67947514,Norlandia Nederland B.V.,2024,KPMG
83171827,Novar Holding B.V.,2024,KPMG
77998154,Novar IPP B.V.,2024,KPMG
09016995,Novartis,2024,KPMG
33071274,NPM Capital,2024,KPMG
30144125,NS Insurance N.V.,2024,KPMG
34116976,NS Resources International B.V.,2024,KPMG
61098159,NSG Apparel B.V.,2024,KPMG
65967062,NTT DATA Services Operations B.V.,2024,KPMG
69548234,NTT Global Data Centers AMS1 B.V.,2024,KPMG
08051702,NTT Netherlands B.V.,2024,KPMG
24365009,Nufarm Investments Coöperatie W.A.,2024,KPMG
54253594,Numidia Holding B.V.,2024,KPMG
60253827,Nuna Berg B.V.,2024,KPMG
34274912,NUNA International B.V.,2024,KPMG
16074305,Nutreco N.V.,2024,KPMG
16065649,Nutripack Benelux B.V.,2024,KPMG; Forvis Mazars
68242050,Nuts Topholding B.V.,2024,KPMG
84069236,OC&C Strategy Consultants B.V.,2024,KPMG
86861069,OCM Netherlands POW VI TSG TopCo B.V.,2024,KPMG
88762726,ODF Group B.V.,2024,KPMG
82349991,ODF Holding B.V.,2024,KPMG
83724133,Odido Netherlands Holding B.V.,2024,KPMG
68433565,OEP Trafo Coöperatief U.A.,2024,KPMG
12017321,Oerlemans Foods Nederland B.V.,2024,KPMG
09067645,OHRA Zorgverzekeringen N.V.,2024,KPMG
31020744,"OIKOCREDIT, Ecumenical Development Cooperative Society U.A.",2024,KPMG
24256665,Oilinvest (Netherlands) B.V.,2024,KPMG
18028752,Onderlinge Waarborgmaatschappij CZ groep U.A.,2024,KPMG
30110086,Onderlinge Waarborgmaatschappij MediRisk B.A.,2024,KPMG
55989128,OPENLANE Nederland B.V.,2024,KPMG
67441637,opseo Holding B.V.,2024,KPMG
33186961,Optiver Holding B.V.,2024,KPMG
61090891,Optiver Services B.V.,2024,KPMG
33282975,Orange Business Netherlands B.V.,2024,KPMG; Deloitte
57933960,Orange Lion 2013-10 RMBS B.V.,2024,KPMG
30077528,ORDINA B.V.,2024,KPMG; ACA NEXIA
85778737,Otolift Upstairs B.V.,2024,KPMG
33158492,Otra N.V.,2024,KPMG
34259017,P&M Drilling International B.V.,2024,KPMG
23069091,P.F.F. Holding B.V.,2024,KPMG
08214749,P.L. van Merksteijn Beheer B.V.,2024,KPMG
82871957,PAN Beheer B.V.,2024,KPMG
34247389,Panasonic Global Treasury Center B.V.,2024,KPMG
24488531,Papa-Terra B.V.,2024,KPMG
23092424,Paradigm B.V.,2024,KPMG
34126093,Paradigm Geophysical B.V.,2024,KPMG
10005918,Parfumerie Douglas Nederland B.V.,2024,KPMG
24417607,Parnassia Groep B.V.,2024,KPMG
27321702,Parnassia Haaglanden B.V.,2024,KPMG
27327117,Parnassia Noord-Holland B.V.,2024,KPMG
85531073,pay.cetera B.V.,2024,KPMG
34308261,PCCW Global B.V.,2024,KPMG
34307702,PCCW Global Europe Coöperatieve U.A.,2024,KPMG
67348130,Peer Holding I B.V.,2024,KPMG
53398688,Peer Holding III B.V.,2024,KPMG
04067858,Pegatron Holland Holding B.V.,2024,KPMG
23046073,Pelican Rouge Coffee Roasters B.V.,2024,KPMG
34111370,Pensioenfonds Flexsecurity,2024,KPMG
53793269,PepsiCo Group Finance International B.V.,2024,KPMG
32067090,Pepsico Investments (Europe) I B.V.,2024,KPMG
30098485,PepsiCo Nederland B.V.,2024,KPMG
30193863,PepsiCo Twist B.V.,2024,KPMG
23092337,Pergo,2024,KPMG
18047333,Pernod Ricard Nederland B.V.,2024,KPMG ; Deloitte
55810322,PETROBRAS GLOBAL FINANCE B.V.,2024,KPMG
52606171,PETROBRAS GLOBAL TRADING B.V.,2024,KPMG
24339383,PETROBRAS INTERNATIONAL BRASPETRO B.V.,2024,KPMG
24320769,PETROBRAS NETHERLANDS B.V.,2024,KPMG
75561026,PETRONAS Chemicals International B.V.,2024,KPMG
24284703,Peute Recycling B.V.,2024,KPMG
09155482,Pfeifer & Langen International B.V.,2024,KPMG
41198536,PGB Pensioendiensten B.V.,2024,KPMG
18124078,Pharmanovia Benelux B.V.,2024,KPMG
20060778,PHC Europe B.V.,2024,KPMG
35000284,Pieter Bon Holding B.V.,2024,KPMG
59489499,Pieter Bon Investments B.V.,2024,KPMG
24423335,PLI (Netherlands) B.V.,2024,KPMG
65470524,Ploeger Oxbo Holding B.V.,2024,KPMG
41042380,Pluryn JJI Lelystad,2024,KPMG
08017970,Pon Holdings B.V.,2024,KPMG
27168968,PostNL N.V.,2024,KPMG
70213208,PP EMEA Holding 1 B.V.,2024,KPMG
92807887,PPF Finco RCF B.V.,2024,KPMG
33264887,PPF Group N.V.,2024,KPMG
34276162,PPF Real Estate Holding B.V.,2024,KPMG
70526214,PPF TMT Holdco 2 B.V.,2024,KPMG
41177807,Prinsenstichting,2024,KPMG
34100538,Prologis B.V.,2024,KPMG
34248696,Prologis European Developments B.V.,2024,KPMG
33285988,Prologis Germany Holding (A) B.V.,2024,KPMG
34177191,Prologis Management B.V.,2024,KPMG
34251770,Prologis Superholding B.V.,2024,KPMG
30124189,Prometric B.V.,2024,KPMG
34042603,Promofi B.V.,2024,Deloitte; KPMG
54600790,ProQR Therapeutics N.V.,2024,KPMG
30258482,Protestantse Kerk in Nederland,2024,KPMG
54137381,PTTGC International (Netherlands) B.V.,2024,KPMG
59449756,QatarEnergy Investments B.V.,2024,KPMG
58294287,QatarEnergy Marketing B.V.,2024,KPMG
58375783,QatarEnergy Netherlands Holdings B.V.,2024,KPMG
12036979,Qiagen N.V.,2024,KPMG
91239990,QTerminals Rotterdam B.V.,2024,KPMG
24323473,Quaker European Investments,2024,KPMG
14044192,Ranpak B.V.,2024,KPMG
34072196,Rapid Logistics B.V.,2024,KPMG
86533150,Rapid Logistics Holdings B.V.,2024,KPMG
82270333,Raxio Group B.V.,2024,KPMG
59675047,Reakt B.V.,2024,KPMG
34328831,Reckitt Benckiser (ENA) B.V.,2024,KPMG
32054192,Reckitt Benckiser Healthcare B.V.,2024,KPMG
27119655,REI Investment I B.V.,2024,KPMG
33106831,Remark Group B.V.,2024,KPMG
75153300,Renton HoldCo B.V.,2024,KPMG
34174603,REWE International Finance B.V.,2024,KPMG
87184710,Rhaegal Topco B.V.,2024,KPMG
30156895,Ricardo Nederland B.V.,2024,KPMG
34136394,Rituals Cosmetics Enterprise B.V.,2024,KPMG
34086068,RJB Netherlands B.V.,2024,KPMG
62051598,Robeco Holding B.V.,2024,KPMG
24123167,Robeco Institutional Asset Management B.V.,2024,KPMG
72196998,Robidus Groep B.V.,2024,KPMG
39035097,Roche Diagnostics Nederland B.V.,2024,KPMG
30041907,Roche Nederland B.V.,2024,KPMG
30134669,Roche Pharmholding B.V.,2024,KPMG
24170520,Rodamco Central Europe B.V.,2024,KPMG; Deloitte
71831045,Roncador B.V. in liquidatie,2024,KPMG
24152517,Roosland Beheer B.V.,2024,KPMG
33301555,Rothmans Far East B.V.,2024,KPMG
24116222,Rotterdam Short Sea Terminals B.V.,2024,KPMG
24420010,Rotterdam World Gateway B.V.,2024,KPMG
08005560,Royal Reesink B.V.,2024,KPMG
10042215,Royal SMIT Transformers B.V.,2024,KPMG
30045546,Royal Terberg Group B.V.,2024,KPMG
70358966,Rubrik The Netherlands B.V.,2024,KPMG
74607448,SAECURE 17 B.V.,2024,KPMG
75033046,SAECURE 18 NHG B.V.,2024,KPMG
77974115,SAECURE 19 B.V.,2024,KPMG
89425111,SAECURE 21 B.V.,2024,KPMG
78240557,Sagility B.V.,2024,KPMG
64161781,Saipem Finance International B.V.,2024,KPMG
33260826,Saipem International B.V.,2024,KPMG
28065449,Sakura Finetek Europe B.V.,2024,KPMG
08147954,Salland Aanvullende Verzekeringen N.V.,2024,KPMG
67060269,Samsung Electronics Air Conditioner Europe B.V.,2024,KPMG
27157139,Samsung Electronics Benelux B.V.,2024,KPMG
27329055,Samsung Electronics Europe Holding Coöperatief U.A.,2024,KPMG
27252366,Samsung Electronics Europe Logistics B.V.,2024,KPMG
66066379,SandCreek B.V.,2024,KPMG
75579944,Sandmaster B.V.,2024,KPMG
78506093,Sandy HoldCo B.V.,2024,KPMG
27310718,Sapienza Consulting Holding B.V.,2024,KPMG
69706271,Sappi Maastricht B.V.,2024,KPMG
14631721,Sappi Netherlands B.V.,2024,KPMG
14628401,Sappi Netherlands Services B.V.,2024,KPMG
23054819,Sarens Nederland B.V.,2024,KPMG
37080695,Savaria Nederland B.V.,2024,KPMG
38024938,Saxion Hogeschool / Saxion,2024,KPMG
30146264,Saxon Land B.V.,2024,KPMG
24015922,Schenker Logistics Nederland B.V.,2024,KPMG
89188276,SCHMID Group N.V.,2024,KPMG
06061188,Schoenaker Holding B.V.,2024,KPMG
17264359,Scholt Energy,2024,KPMG
66811899,Scholt Energy Holding B.V.,2024,KPMG
76479498,Sciosense Holding B.V.,2024,KPMG
86386875,Scout Midco B.V.,2024,KPMG
33163141,Screen Europe,2024,KPMG
20055188,Seara Holdings (Europe) B.V.,2024,KPMG
24120047,Sedgwick Nederland B.V.,2024,KPMG
13037554,Sekisui S-Lec,2024,KPMG
23052491,Selecta Netherlands B.V.,2024,KPMG
58185933,Sellas B.V.,2024,KPMG
69355207,SEPIA MV30 B.V.,2024,KPMG
08178680,Severfield Europe Holding B.V.,2024,KPMG
06044481,Severfield Steel Construction Netherlands B.V.,2024,KPMG
24072056,SEW-EURODRIVE B.V.,2024,KPMG
34181495,SEWS-Components Europe B.V.,2024,KPMG
54852838,SeysCentra Malden,2024,KPMG
62083112,SHK B.V.,2024,KPMG
34151373,Showa International (Netherlands) B.V.,2024,KPMG
30098428,SHV Energy N.V.,2024,KPMG
30065974,SHV Holdings N.V.,2024,KPMG
53745175,Siemens Energy B.V.,2024,KPMG
77784073,Siemens Energy Finance B.V.,2024,KPMG
75347679,Siemens Energy Holding B.V.,2024,KPMG
67034276,Siemens Gamesa Renewable Energy B.V.,2024,KPMG
30062406,Sika Nederland B.V.,2024,KPMG
58371869,SIM International B.V.,2024,KPMG
20093880,Sivomatic B.V.,2024,KPMG
02313313,Smart Packaging Solutions B.V.,2024,KPMG
58968504,SMBC Aero Engine Lease B.V.,2024,KPMG
83251235,SME Lion III B.V.,2024,KPMG
01042319,Smilde Foods B.V.,2024,KPMG
24118297,SMIT Salvage B.V.,2024,KPMG
34225295,SMM Cerro Verde Netherlands B.V.,2024,KPMG
71550380,SMMCV Holding B.V.,2024,KPMG
33149443,Smurfit International B.V.,2024,KPMG
20083292,SodaStream International B.V.,2024,KPMG
24112619,Sodexo Nederland B.V.,2024,KPMG
33223638,Sodexo Remote Sites The Netherlands B.V.,2024,KPMG
55868673,Sojitz Global Investment B.V.,2024,KPMG
75355043,Solidus Solutions Group B.V.,2024,KPMG
75352710,Solidus Solutions Holding B.V.,2024,KPMG
34300553,Sommerville Investments B.V.,2024,KPMG
33237812,Sonatrach Petroleum Investment Corporation B.V.,2024,KPMG
32107881,Sonos Europe B.V.,2024,KPMG
30108655,Sopra Steria Holding B.V.,2024,KPMG
08058384,SourcePower B.V.,2024,KPMG ; ACA NEXIA
34320321,South32 Finance 1 B.V.,2024,KPMG
53665031,South32 Finance 2 B.V.,2024,KPMG
54921295,SoyVen Holding B.V.,2024,KPMG
84023082,Sparkoo Technologies B.V.,2024,KPMG
09089900,Specialized Europe B.V.,2024,KPMG
30022635,Spectrum Brands Benelux B.V.,2024,KPMG
30204233,Spectrum Brands Holding B.V.,2024,KPMG
82863431,Speyzer Holding B.V.,2024,KPMG
85974889,Speyzer International B.V.,2024,KPMG
33056881,Spliethoff's Bevrachtingskantoor B.V.,2024,KPMG
95621490,Spring Ultimate Parent Coöperatief U.A.,2024,KPMG
85211931,Sprint HoldCo B.V.,2024,KPMG
34123374,SPS Commerce,2024,KPMG
51791714,St. Clair B.V.,2024,KPMG
27117565,St. Martins Property Holdings B.V.,2024,KPMG
24046868,Stadion Feijenoord N.V.,2024,KPMG
27198431,Stadsgoed Monumenten B.V.,2024,KPMG
34110182,Stage Entertainment Holding B.V.,2024,KPMG
83580433,Starnmeer B.V.,2024,KPMG
16068007,stichd B.V.,2024,KPMG
27090567,"Stichting ""De Goede Woning""",2024,KPMG
24354564,Stichting 1nP,2024,KPMG
41200089,Stichting Algemeen Pensioenfonds KLM,2024,KPMG
41126757,Stichting Bedrijfspensioenfonds voor de Rijn- en Binnenvaart in liquidatie,2024,KPMG
41095737,"Stichting Bedrijfstakpensioenfonds Mode-, Interieur-, Tapijt- en Textielindustrie",2024,KPMG
41151419,Stichting Bedrijfstakpensioenfonds voor de Foodservice & Groothandel in Levensmiddelen,2024,KPMG
41150818,"Stichting Bedrijfstakpensioenfonds voor Vlees, Vleeswaren, Gemaksvoeding en Pluimveevlees",2024,KPMG
41197262,Stichting Bernard van Leer Foundation,2024,KPMG
27339472,Stichting BRAC International,2024,KPMG
30039900,Stichting Cazas Wonen,2024,KPMG
39048769,Stichting de Alliantie,2024,KPMG
65077318,Stichting De Nationale Algemeen Pensioenfonds,2024,KPMG
41177808,Stichting De Opbouw,2024,KPMG
59661429,Stichting Dimence,2024,KPMG
04017296,Stichting Domesta,2024,KPMG
41020699,Stichting Drenthe College Terra,2024,KPMG
34009775,Stichting Elan Wonen,2024,KPMG
08173909,Stichting Espria,2024,KPMG
32023562,Stichting Ether Reclame,2024,KPMG
41232302,Stichting Evean Zorg,2024,KPMG
41154419,Stichting Fagoed,2024,KPMG
41005202,Stichting GGZ Friesland,2024,KPMG
41238617,Stichting GGZ Noord-Holland-Noord,2024,KPMG
41197850,Stichting het Cultuurfonds,2024,KPMG
41215141,Stichting Het Rijksmuseum,2024,KPMG
41167218,Stichting Hogeschool Leiden,2024,KPMG
30140523,Stichting Hogeschool Utrecht,2024,KPMG
41208044,Stichting Humankind,2024,KPMG
41020244,Stichting ICARE,2024,KPMG
34283638,Stichting IKEA Pensioenfonds,2024,KPMG
41215140,Stichting Instituut Gak,2024,KPMG
05062128,Stichting Isala Klinieken,2024,KPMG
01110074,Stichting Kwadrant,2024,KPMG
28102621,Stichting Marente,2024,KPMG
55670040,Stichting Mindfit,2024,KPMG
27102631,Stichting Nederlands Comite Unicef,2024,KPMG
41150085,Stichting Nuffic,2024,KPMG
41055988,Stichting Pactum,2024,KPMG
24264945,Stichting Pameijer,2024,KPMG
41134697,Stichting Participatiefonds voor het Onderwijs,2024,KPMG
41074000,Stichting Pensioenfonds ABP,2024,KPMG
41015259,Stichting Pensioenfonds Avebe,2024,KPMG
41184467,Stichting Pensioenfonds Capgemini Nederland,2024,KPMG
41203234,Stichting Pensioenfonds Cargill B.V. in liquidatie,2024,KPMG
30169998,Stichting Pensioenfonds Ecolab,2024,KPMG
41150223,Stichting Pensioenfonds Openbare Bibliotheken,2024,KPMG
41198535,Stichting Pensioenfonds PGB,2024,KPMG
41179456,Stichting Pensioenfonds Tandartsen en Tandarts-specialisten in liquidatie,2024,KPMG
41027030,Stichting Pensioenfonds Thales Nederland,2024,KPMG
41150258,Stichting Pensioenfonds TNO,2024,KPMG
41199645,Stichting Pensioenfonds van De Nederlandsche Bank N.V.,2024,KPMG
41199000,Stichting Pensioenfonds Vliegend Personeel KLM,2024,KPMG
41188538,Stichting Pensioenfonds voor Fysiotherapeuten,2024,KPMG
34107294,Stichting Pensioenfonds voor Personeelsdiensten,2024,KPMG
22056903,Stichting Pensioenfonds Yara Nederland,2024,KPMG
14075233,Stichting Pergamijn,2024,KPMG
41199548,Stichting Personeelspensioenfonds APG,2024,KPMG
08081144,Stichting Regionaal Opleidingen Centrum AVENTUS,2024,KPMG
87451158,Stichting Regionale Ambulancevoorziening Limburg,2024,KPMG
08182193,Stichting RIBW Overijssel,2024,KPMG
27182667,Stichting ROC Mondriaan,2024,KPMG
40413625,Stichting Samenwerking Beroepsonderwijs Bedrijfsleven,2024,KPMG
41201463,Stichting Save the Children Nederland,2024,KPMG
41190449,Stichting Silverein,2024,KPMG
41225010,Stichting Spaarne Gasthuis,2024,KPMG
41105788,Stichting Thebe Zorggroep,2024,KPMG
59662549,Stichting Transfore,2024,KPMG
41022253,Stichting Triade Vitree,2024,KPMG
41186587,Stichting Vanboeijen,2024,KPMG
41157213,Stichting Vervangingsfonds en BGZ Onderwijs,2024,KPMG
27212980,Stichting Vidomes,2024,KPMG
09213539,Stichting VIGO,2024,KPMG
06032957,Stichting Welbions,2024,KPMG
34099987,Stichting Woningbedrijf Velsen,2024,KPMG
32032703,Stichting Woningcorporatie Het Gooi en Omstreken,2024,KPMG
38013096,Stichting Woonbedrijf ieder1,2024,KPMG
04034448,Stichting Woonservice Drenthe,2024,KPMG
10017041,Stichting Woonwaarts,2024,KPMG
64138836,Stichting Zideris,2024,KPMG
02086881,Stichting Zorggroep Meander/Veenkade,2024,KPMG
08131345,Stichting Zorggroep Noordwest-Veluwe Holding,2024,KPMG
05082941,Stichting Zorgkantoor Menzis,2024,KPMG
23036105,STILL Intern Transport B.V.,2024,KPMG
34168994,Stone Fashion Group B.V.,2024,KPMG
61402354,Sucden Coffee Holding B.V.,2024,KPMG; Deloitte
12015297,Sulzer Turbo Services Venlo B.V.,2024,KPMG
58439714,Summit Global Management XII B.V.,2024,KPMG
60871571,Summit Global Management XIV B.V.,2024,KPMG
30179673,Sustainalytics B.V.,2024,KPMG
65928385,SwapThis Holding B.V.,2024,KPMG
31006154,SWARCO Nederland B.V.,2024,KPMG
82829659,SWARCO Nederland Holding B.V.,2024,KPMG
50041134,Swietelsky Rail Benelux B.V.,2024,KPMG
01140346,Synaeda PMC B.V.,2024,KPMG
24125261,Syngenta Chemicals B.V.,2024,KPMG
24281938,Syngenta Crop Protection B.V.,2024,KPMG
17267567,Synopsys Netherlands B.V.,2024,KPMG
72491949,Syntegra Holding B.V.,2024,KPMG; FITECO
52940985,Syrinx Coöperatie U.A.,2024,KPMG
33255988,Südzucker International Finance B.V.,2024,KPMG
54597560,T.E.N. Ghana MV25 B.V.,2024,KPMG
34035387,Takeda Nederland B.V.,2024,KPMG
57806616,Talpa Topco Holding B.V.,2024,KPMG
67038794,Tanium Netherlands B.V.,2024,KPMG
61621935,TARTARUGA MV29 B.V.,2024,KPMG
33237130,Tata Consultancy Services Netherlands B.V.,2024,KPMG
24131099,TBWA\Nederland B.V.,2024,KPMG
30128649,TD SYNNEX Netherlands B.V.,2024,KPMG
33297762,Tecnotion B.V.,2024,KPMG
09117449,Teijin Holdings Europe B.V.,2024,KPMG
24311137,TeliaSonera UTA Holding B.V.,2024,KPMG
80258352,Tembo Midco B.V.,2024,KPMG
05043147,TEMBOGROUP B.V.,2024,KPMG
63700220,Tennessee Acquisition Holding B.V.,2024,KPMG
30033216,Terberg Benschop B.V.,2024,KPMG
30251440,Terberg Environmental Holding B.V.,2024,KPMG
81402996,Terberg Tractors Nederland B.V.,2024,KPMG
57053154,The European Candy Group B.V.,2024,KPMG
16086757,The Greenery B.V.,2024,KPMG
95475192,The Magnum Ice Cream Company HoldCo 3 Netherlands B.V.,2024,KPMG
95393684,The Magnum Ice Cream Company NewCo Netherlands B.V.,2024,KPMG
27220155,Thermon Europe B.V.,2024,KPMG
20093525,Tier One Distribution B.V.,2024,KPMG
67325009,Tilba B.V.,2024,KPMG
16017990,tk accelis Materials Nederland B.V.,2024,KPMG
84045515,ToolsGroup Holdco B.V.,2024,KPMG
59599766,Toolstation Europe B.V.,2024,KPMG
30184466,Topbrands Europe B.V.,2024,KPMG
59421916,Topicus.com Coöperatief U.A.,2024,KPMG
63423715,Topicus.Finance B.V.,2024,KPMG
67982913,TotalEnergies Corbion,2024,KPMG
77741951,TPCS Holding B.V.,2024,KPMG
53561767,Transpetro International B.V.,2024,KPMG
24192479,Transtrend B.V.,2024,KPMG
33143504,Travelex N.V.,2024,KPMG
27321698,Triora,2024,KPMG
34217181,Triton Navigation B.V.,2024,KPMG
83803602,TSH Group Holding B.V.,2024,KPMG
50278231,Tupi B.V.,2024,KPMG
76615502,Tupy Materials & Components B.V.,2024,KPMG
53323017,Tétris Design & Build B.V.,2024,KPMG
54757339,Unibail-Rodamco Cascoshop Holding B.V.,2024,KPMG; Deloitte
34318139,Unibail-Rodamco Development Nederland B.V.,2024,KPMG
34318139,Unibail-Rodamco Development Nederland B.V.,2024,KPMG; Deloitte
24268551,Unilever Caribbean Holdings B.V.,2024,KPMG
67383033,Unilever Europe B.V.,2024,KPMG
29005626,Unilever Europe Business Center B.V.,2024,KPMG
81003889,Unilever Finance Netherlands B.V.,2024,KPMG
63235765,Unilever Global Services B.V.,2024,KPMG
24136290,Unilever Innovation Centre Wageningen B.V.,2024,KPMG
81003897,Unilever IP Holdings B.V.,2024,KPMG
24269393,Unilever Nederland,2024,KPMG
24053802,Unilever Nederland Holdings B.V.,2024,KPMG
29024050,Unilin Beheer B.V.,2024,KPMG
24154333,Unilin Flooring Nederland B.V.,2024,KPMG
54385229,uniQure N.V.,2024,KPMG
30244197,Universitair Medisch Centrum Utrecht,2024,KPMG
27368929,Universiteit Leiden,2024,KPMG
50130536,Universiteit Twente,2024,KPMG
24363597,UNUS Holding B.V.,2024,KPMG
88513823,URW Italy B.V.,2024,KPMG
73140775,URW UK Shepherds 1 B.V.,2024,KPMG; Deloitte
80421377,URW UK Shepherds 13 B.V.,2024,KPMG ; Deloitte
75893266,URW Winkels B.V.,2024,KPMG ; Deloitte
82489866,Valfinance International B.V.,2024,PwC; KPMG
41213987,Van Gogh Museum,2024,KPMG
36037491,Van Kampen Groep Holding B.V.,2024,KPMG
08215937,Van Merksteijn Fences Real Estate B.V.,2024,KPMG
08122223,Van Merksteijn Steel Real Estate B.V.,2024,KPMG
20060378,Van Oers Accountants en Belastingadviseurs B.V.,2024,KPMG
20147120,Van Oers Groep N.V.,2024,KPMG
20009460,Van Tilburg-Bastianen Groep B.V.,2024,KPMG
33200750,VCK Holding B.V.,2024,KPMG
72867655,VEH Products Netherlands B.V.,2024,KPMG
37041869,Veko Lightsystems International B.V.,2024,KPMG
12045765,Vekoma Rides B.V.,2024,KPMG
12045767,Vekoma Rides Manufacturing B.V.,2024,KPMG
