kvk,naam,boekjaar,accountant,sbi,plaats
05065044,Visscher Caravelle Holding B.V.,2020,Grant Thornton,70102,
05065044,Visscher Caravelle Holding B.V.,2022,Grant Thornton,70102,
66348773,VMN Group Holding B.V.,2019,Grant Thornton,6420,
24144712,Hazera Seeds B.V.,2022,Grant Thornton,46212,
53426118,OceanGeo B.V.,2018,Grant Thornton,,
23042855,IMS Nederland B.V.,2019,Grant Thornton / E & Y,46822,
55950914,CTS Group Holding B.V.,2017,Grant Thornton,70102,
24120793,De Jong Intra Beheer B.V.,2019,Grant Thornton,64210,
28078799,Orona The Netherlands B.V.,2020,Grant Thornton,28220,
34167986,Luxury Hotels International Management Company B.V.,2019,Grant Thornton,64210,
34167986,Luxury Hotels International Management Company B.V.,2021,Grant Thornton,64210,
24252278,Stichting Maaszicht,2019,Grant Thornton,87992,
24252278,Stichting Maaszicht,2020,Grant Thornton,87992,
24252278,Stichting Maaszicht,2022,Grant Thornton,87992,
78438780,Lynk & Co Sales Netherlands B.V.,2021,Grant Thornton,47810,
69544972,Hittech Group B.V.,2020,Grant Thornton,64210,
69544972,Hittech Group B.V.,2022,Grant Thornton,64210,
16020978,PGI Nonwovens B.V.,2020,Grant Thornton,13950,
16020978,PGI Nonwovens B.V.,2021,Grant Thornton,13950,
16020978,PGI Nonwovens B.V.,2024,Grant Thornton,13950,
76981630,Makyol International Project Investments Holding B.V.,2023,Grant Thornton,70102,
33214341,Cable and Wireless International Finance B.V.,2018,Grant Thornton,,
59569573,Rollins Europe B.V.,2019,Grant Thornton,,
17069403,STAPPERT Noxon,2021,Grant Thornton / E & Y,46822,
17069403,STAPPERT Noxon,2023,Grant Thornton,46822,
34137364,Jones Lang LaSalle Finance B.V.,2024,Grant Thornton,64922,
27289069,Medeco Brands Company,2019,Grant Thornton,,
27289069,Medeco Brands Company,2020,Grant Thornton,,
27289069,Medeco Brands Company,2021,Grant Thornton,,
27289069,Medeco Brands Company,2022,Grant Thornton,,
24143675,Broekman Logistics Limburg,2019,Grant Thornton,52109,
24143675,Broekman Logistics Limburg,2020,Grant Thornton,52109,
28106259,Stichting Ondernemersfonds Leiden,2017,Grant Thornton,94110,
17069713,Orion Engineering B.V.,2019,Grant Thornton,71120,
17069713,Orion Engineering B.V.,2020,Grant Thornton,71120,
17069713,Orion Engineering B.V.,2022,Grant Thornton,71120,
70333564,Mercy Corps Netherlands,2024,Grant Thornton,94996,
24099628,Broekman Group B.V.,2024,Grant Thornton,52310,
09015748,Promens Zevenaar B.V.,2023,Grant Thornton,22260,
69288178,Outside Living Industries B.V.,2023,Grant Thornton,64210,
34062630,Air Cargo Brokers Holding B.V.,2019,Grant Thornton,,
39095983,Moore MTH,2020,Grant Thornton,,
39095983,Moore MTH,2021,Grant Thornton,,
39095983,Moore MTH,2022,Grant Thornton,,
24320173,Naardenhout Investments B.V.,2019,Grant Thornton,64210,
24320173,Naardenhout Investments B.V.,2020,Grant Thornton,64210,
67627811,Big 5 Holding B.V.,2023,Grant Thornton,64210,
67261310,Altera (Netherlands) B.V.,2018,Grant Thornton,64210,
67261310,Altera (Netherlands) B.V.,2021,Grant Thornton,64210,
20064480,DEME Offshore NL B.V.,2019,Grant Thornton,42910,
75452553,Eastern European Electric Company II B.V.,2022,Grant Thornton,64210,
24329811,Vink jr Beheer B.V.,2018,Grant Thornton,64210,
24329811,Vink jr Beheer B.V.,2020,Grant Thornton,64210,
24329811,Vink jr Beheer B.V.,2023,Grant Thornton,64210,
28003642,Grofsmederij Nieuwkoop B.V.,2021,Grant Thornton,25400,
28003642,Grofsmederij Nieuwkoop B.V.,2024,Grant Thornton,25400,
