kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
41096992,Amarant,Tilburg,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41052635,SVRO (Stichting Voor Reformatorische Ouderenzorg),Ridderkerk,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
01178096,Alliade (Stichting),Heerenveen,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
27315308,Prodeba B.V,Zoeterwoude,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27278704,Careyn (Stichting),Schiedam,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
30278497,BLOS Kinderopvang,Nieuwegein,2019,Van Oers Audit B.V.,13000154,13000154,wettelijke_controle,goedkeurend,,
09202321,Zinzia Zorggroep (Stichting),Renkum,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
32152692,GGz Centraal (Stichting),Amersfoort,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
01110074,Kwadrantgroep (Stichting),Drachten,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
37111182,Parlan (Stichting),Alkmaar,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
27255600,Jeugdformaat (Stichting),Rijswijk Zh,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
05068689,Trias Jeugdhulp (Stichting),Zwolle,2019,Forvis Mazars Accountants N.V.,13000408,13000408,wettelijke_controle,goedkeurend,,
62552007,Stepping Stones Home & Care Zorg B.V.,Arnhem,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41052159,Jeugdbescherming Gelderland (Stichting),Arnhem,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
30250354,Perspectief Psychologenpraktijk V.O.F.,Giessenburg,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,productieverantwoording,goedkeurend,,
14126551,Stichting Zuyderland Zorg,Geleen,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
64376176,Werk & Begeleiding West Gelderland B.V.,Amersfoort,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
62350080,Bravis Ziekenhuis (Stichting),Roosendaal,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
59531959,Profila Zorg Groep (Stichting),Houten,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
64376184,Werk & Begeleiding Noord Holland B.V.,Amersfoort,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
68184239,Icare Jeugdgezondheidszorg (Stichting),Meppel,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,controle_onbepaald,goedkeurend,,
70237921,Coöperatie Jeugd- en Gezinsteam Lelystad,Lelystad,2019,Flynth Audit B.V.,13000519,13000519,wettelijke_controle,goedkeurend,,
09185840,Psychiatriepraktijk Wageningen B.V.,Wageningen,2019,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,productieverantwoording,goedkeurend,,
34370893,GGD Zaanstreek-Waterland (Veilig Thuis),Zaandam,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,beperking,inhoudelijk,
68323530,Stichting Veilig Thuis Gelderland-Midden,Arnhem,2019,RA12 Registeraccountants B.V.,13020095,13020095,wettelijke_controle,goedkeurend,,
60824522,Via Almata,Ossendrecht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
09110576,Klein Rosendael (Stichting),Arnhem,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
59324430,Stichting Radar Uitvoering,Venlo,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
61403660,Centrum voor Jeugd en Gezin Capelle aan den IJssel (Stichting),Capelle aan den IJssel,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
73655902,De Poel Coaching,Wierden,2019,Eshuis Registeraccountants B.V.,13000144,13000144,wnt_verantwoording,goedkeurend,,
54102901,Zorgorganisatie NiKo (Stichting),Alkmaar,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
01157981,Pathologie Friesland (Stichting),Leeuwarden,2019,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
20139950,Novicare B.V.,Best,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
67742858,Protestants-Christelijke Stichting Waardeburgh,Sliedrecht,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
58497978,Dagelijks Leven Zorg (B.V).,Apeldoorn,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
69708452,Schakenbosch Zorg voor Jeugdigen B.V.,Leidschendam,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24425068,Jah-Jireh Woonzorg (Stichting),Wageningen,2019,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
63300664,Leger des Heils Jeugdbescherming & Reclassering (Stichting),Almere,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
54327946,Prinses Máxima Centrum voor Kinderoncologie (B.V),Utrecht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24393895,Diabeter Nederland B.V.,Rotterdam,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
09179857,I Care B.V.,Elst,2019,Coöperatie ConFirm U.A.,13020039,13020039,wnt_verantwoording,,,
20136126,Revant (Stichting),Breda,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,ja
41160178,Samenwerkingsverband Exodus Nederland (Vereniging),Leiden,2019,WITh Accountants B.V.,overig_with_accountants,,wnt_verantwoording,goedkeurend,,
41067977,Bureau Jeugdzorg Limburg (Stichting),Roermond,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
67699839,Thuisziekenhuis Nederland B.V.,De Meern,2019,KPMG Accountants N.V.,13000121,13000121,wnt_verantwoording,goedkeurend,,
56754582,Thuisteam Twente (Stichting),Almelo,2019,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
70566682,Stichting Orthopedische en Sportmedische Klinieken Oost Nederland,Hengelo,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
64376265,Werk & Begeleiding Oost Nederland B.V.,Amersfoort,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
20057835,Star-SHL,Etten-Leur,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
22057719,Wonen en Psychiatrie (Stichting),Terneuzen,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,beperking,inhoudelijk,
12062819,Sichting St. Anna,Heel,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
28115229,Nova Zembla Zorg Oegstgeest B.V.,Oegstgeest,2019,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
09212724,GGD Gelderland-Zuid (Veilig Thuis),Nijmegen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
62108484,De Stam (Stichting),'s-Gravenhage,2019,De ZorgAccountants B.V.,overig_de_zorgaccountants,,vrijwillige_controle,goedkeurend,,
60883626,Archipel Thuis B.V.,Eindhoven,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
14113088,Meditta Diagnostiek B.V.,Sittard,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
01105869,Kinderopvang ’t Hummelhûs V.O.F.,Oudehorne,2019,Accon avm Controlepraktijk B.V.,overig_accon_avm_controlepraktijk,,productieverantwoording,goedkeurend,,
65858190,Incluzio Hollands Kroon,Schiedam,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
56839308,Indigo Gelderland e.o. B.V.,Renkum,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
08173579,Jade Wonen B.V.,Almelo,2019,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
61354740,HappyNurse Thuiszorg B.V.,Den Haag,2019,Coney Assurance B.V.,13000400,13000400,wettelijke_controle,goedkeurend,,
53688546,Cooperatie Regionale Ambulance Voorziening Haaglanden U.A. (Cooperatieve vereniging),Den Haag,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41172086,"Stichting tot Oprichting en Instandhouding van Bejaardenoorden en Verzorgingstehuizen, uitgaande v.d. Gereformeerde Gemeente in Nederland",Gouda,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,beperking,inhoudelijk,
17225125,BrabantZorg (Stichting),Oss,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41046238,Estinea (Stichting),Aalten,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
34305673,Zorggroep Amsterdam Oost (Stichting),Amsterdam,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
67721133,Stichting ZorgSaam Zorggroep Zeeuws-Vlaanderen,Terneuzen,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
20100257,Amphia (Stichting),Breda,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
14072124,Radar (Stichting),Maastricht,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24403408,Mentaal Beter Cure B.V.,Hilversum,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
08094960,De Twentse Zorgcentra voor Mensen met een Verstandelijke Handicap (Stichting),Enschede,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
58187820,Praktijk Leutscher B.V.,Eefde,2019,Coöperatie ConFirm U.A.,13020039,13020039,productieverantwoording,goedkeurend,,
64992284,RijnWaal Zorggroep (Stichting),Bemmel,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
61370630,Stichting Lokalis,Utrecht,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
17151696,Bureau Jeugdzorg Noord-Brabant (Stichting),'s-Hertogenbosch,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,ja
30161679,De Rading (Stichting),Utrecht,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41135552,Spine and Joint Centre the Netherlands (Stichting),Rotterdam,2019,DRV Accountants & Adviseurs,overig_drv_accountants_adviseurs,,vrijwillige_controle,,,
27195258,Johannahuis (Stichting),Wassenaar,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41151188,WoonZorgcentra Haaglanden / WZH Thuis (Stichting),Den Haag,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41188061,Sprank (Stichting),Zwolle,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41005173,Jeugdhulp Friesland (Stichting),Leeuwarden,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41180026,Accolade Zorggroep (Stichting),Bosch en Duin,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41188459,Zorg- en Wooncentrum De Haven (Stichting),Bunschoten Spakenburg,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
34142090,Zonnehuisgroep Amstelland (Stichting),Amstelveen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
01169570,Universitair Medisch Centrum Groningen,Groningen,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41241831,Woonzorggroep Samen (Stichting),Schagen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41099605,Maria-Oord (Stichting),Dongen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
39071815,Zorggroep Almere (Stichting),Almere,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
37138130,MagentaZorg (Stichting),Heerhugowaard,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41081034,Van Neynselstichting (Stichting),'s-Hertogenbosch,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41074124,Vivantes Zorggroep (Stichting),Geleen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41107082,Thuiszorg West-Brabant (Stichting),Roosendaal,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41039838,Urtica (Stichting),Vorden,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41027866,Revalidatiecentrum Het Roessingh (Stichting),Enschede,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41127056,Rijndam Revalidatiecentrum (Stichting),Rotterdam,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41125492,Oogziekenhuis Rotterdam (Stichting),Rotterdam,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41223799,KennemerHart (Stichting),Haarlem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41005390,Thuiszorg Het Friese Land (Stichting),Leeuwarden,2019,AKSOS Assurance B.V.,13020068,13020068,wettelijke_controle,goedkeurend,,
09144748,Andros Mannenkliniek/Gynos Vrouwenkliniek (Stichting),Arnhem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41052241,De Gelderhorst Landelijk Centrum voor Oudere Doven (Stichting),Ede Gld,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41014042,Zorgcentrum De Blanckenbörg (Stichting),Blijham,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
08186976,Stichting Baalderborg Groep,Hardenberg,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
14085031,Lionarons GGZ Volwassenen en Ouderen B.V.,Heerlen,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,ja
54059208,Coöperatie RAV Fryslân U.A.,Drachten,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41232302,Stichting Evean Zorg,Purmerend,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
09212826,"Veiligheidsregio Gelderland-Zuid, RAV post/brandweerkazerne Nijmegen-centrum",Nijmegen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
32170514,GGD Flevoland,Lelystad,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,afkeurend,,
73551015,Lionarons GGZ Jeugd B.V.,Heerlen,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,ja
41197047,Stichting Voorzieningen Meervoudig Complex Gehandicapten voor Amsterdam en omstreken (Omega),Amsterdam,2019,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
41197282,Joods Maatschappelijk Werk (Stichting),Amsterdam,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
18081254,De Riethorst Stromenland (Stichting),Geertruidenberg,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41231194,Wilgaerdenleekerweide Groep (Stichting),Wognum,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
08088958,Zorggroep Manna (Stichting),Enschede,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41001316,Radiotherapeutisch Instituut Friesland (Stichting),Leeuwarden,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41005051,Zorggroep Liante (Stichting),Oosterwolde,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
34126607,De ZorgSpecialist B.V.,Santpoort-Noord,2019,RSM Netherlands Accountants N.V.,13000090,13000090,wettelijke_controle,goedkeurend,,
08130883,Zorggroep Sint Maarten (Stichting),Oldenzaal,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
01136210,Ommelander Ziekenhuis Groningen,Scheemda,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,ja
52684717,Boba Groep,Dordrecht,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
60985151,RoderSana (Stichting),Utrecht,2019,Deloitte Accountants B.V.,13000015,13000015,controle_onbepaald,goedkeurend,,
41022329,"De Vogellanden, Centrum voor Revalidatie (Stichting)",Zwolle,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
06091594,Jarabee,Hengelo,2019,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
59393440,Eerstelijns Behandelcentra B.V.,Utrecht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
55426980,DM Exploitatie B.V.,Haarlem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41158972,Jeugdbescherming west Haaglanden (Stichting),'s-Gravenhage,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
33126076,Ambulance Amsterdam B.V.,Amsterdam,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05082174,Carinova Groep (Stichting),Deventer,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41102850,SOVAK (Stichting),Terheijden,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
55869319,Amethist Verslavingszorg Flevoland (Maatschap),Almere,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
56840276,Radiotherapiegroep (Stichting),Arnhem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24331721,Kraamzorg Rotterdam en omstreken B.V.,Rotterdam,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,ja
02084324,Verslavingszorg Noord Nederland (Stichting),Groningen,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
68681437,Coöperatie De MARQ U.A.,Breda,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,controle_onbepaald,goedkeurend,,
41238376,"Protestants Christelijke Stichting voor Wonen en Zorg, Zorgcentrum Horizon",Broek op Langedijk,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41241550,Woonzorgcentrum De Raatstede,Heerhugowaard,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41149113,De Hoogstraat Revalidatie (Stichting),Utrecht,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
55583261,ATAL-Medial (Stichting),Amsterdam,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,beperking,inhoudelijk,
01170406,Treant Zorggroep (Stichting),Hoogeveen,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41035212,Careander (Stichting),Harderwijk,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41046810,Slingeland Ziekenhuis (Stichting),Doetinchem,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
20135179,tanteLouise (Stichting),Bergen op Zoom,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41099316,Zorgplein Maaswaarden (Stichting),Wijk en Aalburg,2019,Forvis Mazars Accountants N.V.,13000408,13000408,wettelijke_controle,goedkeurend,,
41102269,Avoord Zorg en Wonen (Stichting),Etten-Leur,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
24264945,Pameijer (Stichting),Rotterdam,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
37107589,De Waerden - Centraal Bureau (Stichting),Heerhugowaard,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34239269,Zorgbalans (Stichting),Haarlem,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
40530817,Het Nederlands Kanker Instituut (Stichting),Amsterdam,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41055707,"Malderburch, Centrum voor Welzijn, Wonen en Zorg (Stichting)",Malden,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
14082815,Stichting Sevagram Zorgcentra,Heerlen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
30170001,Reinaerde (Stichting),Utrecht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41235021,Stichting Dijklander Ziekenhuis,Hoorn,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41227061,Heliomare (Stichting),Beverwijk,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41093769,Samenwerkende Woon- en Zorgvoorzieningen voor Lichamelijk en Meervoudig Gehandicapten (Stichting),Son,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41022643,Voorzieningen voor Verstandelijk en Meervoudig Gehandicapte Kinderen Zwolle e.o. (Stichting),Zwolle,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41013557,ZINN (Zorgorganisatie in Noord Nederland) (Stichting),Haren,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41005202,GGZ Friesland (Stichting),Leeuwarden,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
09110174,Sensire (Stichting),Varsseveld,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
09129229,"Opella, Protestants Christelijke Stichting voor Wonen, Zorg en Welzijn",Ede (gld),2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41113281,Stichting Voor Regionale Zorgverlening (SVRZ),Middelburg,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41118305,De Blije Borgh / Protestants Interkerkelijke Stichting Zorgverlening Hendrik-Ido-Ambacht,Hendrik Ido Ambacht,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
09148559,Zorgcombinatie Marga Klompé (Stichting),Groenlo,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41009381,Certe Medische Diagnostiek en Advies (Stichting),Groningen,2019,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
69458006,InKontakt,Zwolle,2019,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,productieverantwoording,oordeelonthouding,,
41035167,Stichting Diagnostisch Centrum St Jansdal,Harderwijk,2019,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
17131785,Opdidakt B.V.,'s-Hertogenbosch,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
14090243,Stichting Maasveld / Huize Maasveld,Maastricht,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
65154096,Stichting Actolei,Zenderen,2019,SMK Audit B.V.,13000231,13000231,wettelijke_controle,beperking,inhoudelijk,
41172020,"Stichting Vrije Tijd en Vorming Midden-Holland ""De Klup""",Gouda,2019,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,wettelijke_controle,oordeelonthouding,,ja
67702848,Veilig Thuis Zuidoost-Brabant (Stichting),Helmond,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
08189302,Bosman GGZ B.V.,Amersfoort,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
58232834,Psychologen Praktijk Putten B.V.,Putten,2019,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,goedkeurend,,
58164650,Praktijk Rigtering B.V.,Arnhem,2019,CROP accountants & adviseurs B.V.,13020228,13020228,productieverantwoording,goedkeurend,,
68640080,Veni Etinam (VOF),Veendam,2019,ECOVIS BonsenReuling Audit B.V.,13000746,13000746,productieverantwoording,goedkeurend,,
41227351,Streeklaboratorium voor de Volksgezondheid Kennemerland (Stichting),Haarlem,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41199273,Het ABC (Stichting),Amsterdam,2019,BDO Audit & Assurance B.V.,13000311,13000311,productieverantwoording,goedkeurend,,
12055691,Stichting VieCuri-Vitaal,Venlo,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24466627,Coöperatie Ambulancezorg Rotterdam-Rijnmond U.A. (Coöperatieve vereniging),Barendrecht,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
64376141,Werk en Begeleiding Flevoland en Gooi (Philadelphia),Amersfoort,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
17130412,Hoofdkantoor Stichting Lumens,Eindhoven,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
69233934,Veilig Thuis Rotterdam Rijnmond,Rotterdam,2019,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
70731209,Parelhoenderhoeve B.V.,Slootdorp,2019,Stichting Audit Only,13000655,13000655,wnt_verantwoording,goedkeurend,,
73935182,Psychiatrie Noord B.V.,Roden,2019,Van der Meer Accountants B.V.,13000361,13000361,wnt_verantwoording,goedkeurend,,
