kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
63148501,Maastro Protonentherapie B.V.,Maastricht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
50451154,GGD Brabant-Zuidoost,Eindhoven,2019,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
41192015,Versa Welzijn,Hilversum,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
20171605,GGD Zeeland (Veilig Thuis),Goes,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,oordeelonthouding,,
24436369,Bakx Zorg-professionals B.V.,Krimpen aan den IJssel,2019,Spek Accountants en Belastingadviseurs B.V.,13000503,13000503,wnt_verantwoording,goedkeurend,,
05055648,RAV IJsselland B.V.,Zwolle,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
51662264,Dienstencentrum Oud Burgeren Gasthuis (Stichting),Nijmegen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41052011,Stichting Entrea Lindenhout,Arnhem,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41055111,Sint Maartenskliniek (Stichting),Nijmegen,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
32113805,PrivaZorg AWBZ B.V.,Amersfoort,2019,WEA Audit B.V.,13000736,13000736,wettelijke_controle,goedkeurend,,
41081032,Reinier van Arkel (Stichting),'s-Hertogenbosch,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41085846,Geestelijke Gezondheidszorg Oost Brabant (Stichting),Boekel,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
20170455,Praktijk van Waterschoot B.V.,'s-Hertogenbosch,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
18065595,Libra Revalidatie & Audiologie (Stichting),Eindhoven,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,ja
41125262,Stichting Protestants Christelijk Zorgcentrum Riederborgh,Ridderkerk,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41126751,Stichting Laurens,Rotterdam,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34200597,De Bascule (Stichting),Duivendrecht,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24330016,Zonnehuisgroep Vlaardingen (Stichting),Vlaardingen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
37107647,Geriant (Stichting),Heerhugowaard,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41000436,Revalidatie Friesland (Stichting),Beetsterzwaag,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41173845,Groene Hart Ziekenhuis (Stichting),Gouda,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41166027,"Curium, Academisch Centrum Kinder- en Jeugdpsychiatrie (Stichting)",Oegstgeest,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41068375,Stichting voor Medische en Verpleegkundige Zorgverlening St. Jans Gasthuis,Weert,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41059294,Interconfessionele Stichting Gezondheidszorg Rivierenland,Tiel,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
30158002,AC groep,Utrecht,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41038965,Streekziekenhuis Koningin Beatrix (Stichting),Winterswijk,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41047145,Samen Zorgen (Stichting),Herveld,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41190614,Sint Pieters en Bloklands Gasthuis (Stichting),Amersfoort,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41184520,De Forensische Zorgspecialisten (Stichting),Utrecht,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41179168,Bartholomeus Gasthuis (Stichting),Utrecht,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41103368,Woonzorgcentrum Raffy (Stichting),Breda,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41113368,"Viersprong, Netherlands institute for personality disorders",Halsteren,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41099381,Zorgorganisatie Het Hoge Veer (Stichting),Raamsdonksveer,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41225869,Zorgcentrum Aelsmeer (Stichting),Aalsmeer,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41105368,Dag- en Woonvoorzieningen Westelijk Noord-Brabant / SDW (Stichting),Roosendaal,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
27260630,Zorg Advies Bureau Haaglanden (ZAB) B.V.,Den Haag,2019,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
27181317,Geestelijke Gezondheidszorg Delfland (Stichting),Delft,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34362777,Academisch Medisch Centrum (AMC),Amsterdam,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41247103,Stichting Woonzorg Flevoland,Lelystad,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
28116689,Topaz (Stichting),Leiden,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41060187,Santé Partners (Stichting),Tiel,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
64793974,Rinaldo en Esther Koppen t.h.o.d.n. Home Instead Midden-Limburg V.O.F.,Weert,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,productieverantwoording,goedkeurend,,
28029398,Leids Cytologisch en Pathologisch Laboratorium B.V.,Rijswijk,2019,Londen & Van Holland Registeraccountants en Belastingadviseurs,13000507,13000507,wettelijke_controle,goedkeurend,,
32102065,Zorggroep Zonnestraal (Stichting),Amersfoort,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41052701,Nusantara Zorg (Stichting),Ugchelen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
13037206,Daelzicht (Stichting),Heel,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08149444,Tactus Verslavingszorg (Stichting),Deventer,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
06063669,Jan Arends B.V.,Zwolle,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41009300,Fokus Exploitatie (Stichting),Groningen,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
08089010,Atlant Zorggroep (Stichting),Apeldoorn,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
34112551,Maatschappelijke Dienstverlening Amsterdam Zuidoost en Diemen (Stichting),Amsterdam Zuidoost,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
37136887,Vrijwaard (Stichting),Den Helder,2019,Omnyacc In Control B.V.,13000194,13000194,wettelijke_controle,goedkeurend,,ja
17145911,Stichting Zorggroep Elde Maasduinen,Boxtel,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
05067550,Kadera aanpak huiselijk geweld (Stichting),Zwolle,2019,Flynth Audit B.V.,13000519,13000519,wettelijke_controle,goedkeurend,,
41118911,Sjaloom Zorg (Stichting),Dirksland,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,,,
37141322,"Warm Thuis, wonen en welzijn voor mensen met dementie (Stichting)",Oterleek,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wnt_verantwoording,goedkeurend,,
41051592,Catharina (Stichting),Arnhem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
30151184,Regionale Ambulancevoorziening Provincie Utrecht (Stichting),Bilthoven,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
11066251,Therapeutische Zorginstelling De Oase (Stichting),Varik,2019,Monteba Accountants en Adviseurs,overig_monteba_accountants,,wnt_verantwoording,goedkeurend,,
41000473,MEE Friesland,Groningen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
01121064,Antonius Zorggroep (Stichting),Sneek,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
09120190,Regionaal Instituut voor Dyslexie B.V.,Arnhem,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41055843,Kentalis Zorg (Stichting),Sint-Michielsgestel,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41020244,ICARE (Stichting),Meppel,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34238535,Levéo Care B.V.,Rotterdam,2019,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
17279214,Combinatie Jeugdzorg (Stichting),Eindhoven,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08162978,Het MaatHuis (Stichting),Wierden,2019,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
09143276,Vitalys (Stichting),Velp,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
66516749,Kwaliteitsrijke Zorg (BV),Rutten,2019,Countus Accountants + Adviseurs B.V.,13000483,13000483,productieverantwoording,beperking,inhoudelijk,
53579771,Gynmedical B.V. (Roosevelt Kliniek),Leiden,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41099111,De Wijngaerd (Stichting),Made,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
41238099,Esdege-Reigersdaal (Stichting),Broek op Langedijk,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
30244197,Universitair Medisch Centrum Utrecht,Utrecht,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
28103868,Het Raamwerk (Stichting),Noordwijkerhout,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
38023183,De Parabool (Stichting),Schalkhaar,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41125061,Humanitas (Stichting),Rotterdam,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
41244488,"JP van de Bent, Stichting voor Verlening van Diensten aan Mensen met een Handicap",Deventer,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41265769,Abrona (Stichting),Huis ter Heide Utr,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
14075233,Pergamijn (Stichting),Echt,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41186587,Vanboeijen (Stichting),Assen,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41178623,Maria Dommer Stichting,Maarssen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
14630017,Stichting Annadal Kliniek,Maastricht,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,,,
41222303,Protestants Christelijke Stichting Ouderenzorg Haarlemmermeer (PCSOH),Hoofddorp,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41245338,Ygdrasil (Stichting),Wijhe,2019,Auren Audit & Assurance Amsterdam B.V.,13020031,13020031,wettelijke_controle,goedkeurend,,
17218095,Volckaert (Stichting),Dongen,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08142634,Zorgaccent (Stichting),Almelo,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
11056895,Zorggroep Maas en Waal (Stichting),Beneden Leeuwen,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41125094,Hervormde Stichting Bejaardenzorg Capelle a/d IJssel,Capelle aan den IJssel,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
37109706,Ketenzorg West-Friesland (Stichting),Hoorn,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41130278,Verpleeghuis Salem (Stichting),Ridderkerk,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41141265,Frankeland - Sint Liduinastichting,Schiedam,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24334929,Zorg Koninklijke Auris Groep (Stichting),Rotterdam,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
30242745,"Zorggroep Charim, Centraal Kantoor",Veenendaal,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41207079,t Kabouterhuis (Stichting),Amsterdam,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
32117315,Ave Medical (Stichting),Huizen,2019,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
41174469,Gemiva-SVG Groep (Stichting),Gouda,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41155311,Anton Constandse (Stichting),Den Haag,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41159777,Stichting Reinier de Graaf Groep,Delft,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
66986974,Reva Clinic (Stichting),Utrecht,2019,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
63235781,Jados (Stichting),Arnhem,2019,Stichting Audit Only,13000655,13000655,wettelijke_controle,goedkeurend,,
04066212,Zorggroep Tangenborgh (Stichting),Emmen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41080557,Woonzorgcentrum De Annenborch (Stichting),Rosmalen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
51709015,Adelante Groep (Stichting),Hoensbroek,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41066359,Laurentius Ziekenhuis Roermond (Stichting),Roermond,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08154553,Protestants Christelijke Woonzorg Unie Veluwe (Stichting),Nunspeet,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
17137132,Pantein (Stichting),Boxmeer,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24417607,Parnassia Groep B.V.,Den Haag,2019,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,ja
22045081,Stichting Tragel,Clinge,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
20115882,Park Zuiderhout (Stichting),Teteringen,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41053245,"Markenheem, Centra voor Zorg en Dienstverlening (Stichting)",Doetinchem,2019,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
05060683,Stichting Zorgspectrum Het Zand,Zwolle,2019,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41095453,Het Laar (Stichting),Tilburg,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41087534,Kempenhaeghe (Stichting),Heeze,2019,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
17200931,Amaliazorg (Stichting),Oirschot,2019,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
04075244,Trajectum (Stichting),Zwolle,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
39084425,MoleMann Mental Health B.V.,Huizen,2019,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,oordeelonthouding,,
34268813,Stichting Participe Amstelland,Amstelveen,2019,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
41050222,Regionale Instelling voor Beschermd Wonen Arnhem en Veluwe-Vallei (Stichting),Arnhem,2019,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41000996,Maeykehiem (Stichting),Sint Nicolaasga,2019,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
69517606,Stichting Veilig Thuis IJsselland,Zwolle,2019,Flynth Audit B.V.,13000519,13000519,wettelijke_controle,goedkeurend,,
24475999,Stichting Agrarische Zorgonderneming Vlist,Vlist,2019,aaff Audit en Assurance B.V.,13000259,13000259,wettelijke_controle,goedkeurend,,
41194854,Merem Behandelcentra (Stichting),Hilversum,2019,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,ja
17280768,Da Vinci Kliniek (Stichting),Geldrop,2019,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
