kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
73551015,Lionarons GGZ Jeugd B.V.,Heerlen,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
82505675,Agogisch Buiten Centrum (ABC) Bemmel B.V.,Bemmel,2022,Kreston Van Herwijnen Accountants B.V.,13000490,13000490,wnt_verantwoording,goedkeurend,,
69554307,Stichting Santé Sociaal Domein,Tiel,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41060187,Stichting Santé Partners,Tiel,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
17147045,Stichting ViaSana,Mill,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
27248096,Stichting Saffier - De Residentie Groep,'s-Gravenhage,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41223799,Stichting KennemerHart,Haarlem,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41062188,Mutsaersstichting,Venlo,2022,SmitsVandenBroek Accountants B.V.,13020045,13020045,wettelijke_controle,goedkeurend,,
32152692,Stichting GGz Centraal,Amersfoort,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41224666,Stichting De Hartekamp Groep,Velserbroek,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
06089356,"Mediant, Stichting voor Geestelijke Gezondheidszorg Oost- en Midden Twente",Enschede,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
34321379,Stichting Reade,Amsterdam,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
28107195,Stichting Herengracht 100,Leiden,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
73498858,Zorginstelling Armin B.V.,Enschede,2022,Hendriksen Accountants Controle,overig_hendriksen_controle,,wnt_verantwoording,goedkeurend,,
05067550,Stichting Kadera aanpak huiselijk geweld,Zwolle,2022,Flynth Audit B.V.,13000519,13000519,wettelijke_controle,goedkeurend,,
61802379,Stichting Alrijne Zorggroep,Leiderdorp,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41172086,"stichting Huize Winterdijk, uitgaande van de Gereformeerde Gemeenten in Nederland",Gouda,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41027001,Stichting Carint-Reggeland Groep,Hengelo,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
39084425,MoleMann Mental Health B.V.,Amersfoort,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,ja
08149897,Professionals in NAH B.V.,Barchem,2022,KroeseWevers Audit B.V.,overig_kroesewevers_audit,,vrijwillige_controle,goedkeurend,,
08173579,Jade Wonen B.V.,Almelo,2022,Eshuis Registeraccountants B.V.,13000144,13000144,wettelijke_controle,goedkeurend,,
62375644,Stichting Zuyderland Medisch Centrum,Heerlen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
24334929,Stichting Zorg Koninklijke Auris Groep,Rotterdam,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
59943106,Stichting Revalidatiegeneeskunde Nederland,Goes,2022,Van Oers Audit B.V.,13000154,13000154,wnt_verantwoording,goedkeurend,,
41227061,Stichting Heliomare,Wijk aan Zee,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
09137871,Vitaal Thuiszorg B.V.,Didam,2022,KroeseWevers Audit B.V.,overig_kroesewevers_audit,,vrijwillige_controle,goedkeurend,,
08089010,Stichting Atlant Zorggroep,Beekbergen,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41118305,Protestants Interkerkelijke Stichting Zorgverlening Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41032279,Stichting De Warme Huizen,Goor,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
12062819,Stichting Koraal Langdurige Zorg,Heel,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41022643,Stichting Voorzieningen voor Verstandelijk en Meervoudig Gehandicapten Zwolle e.o.,Zwolle,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
73651885,Stichting Maashorst,Reek,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
59576421,Stichting Combinatie Elker/Poortje,Groningen,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41066221,Stichting Koraal,Sittard,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
37123419,kids2care kinderthuiszorg B.V.,Den Helder,2022,Omnyacc In Control B.V.,13000194,13000194,wnt_verantwoording,goedkeurend,,
34142090,Stichting Zonnehuisgroep Amstelland,Amstelveen,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
14072124,Stichting RADAR,Maastricht,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
09110875,Rijnstate (Stichting),Arnhem,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
59454903,"Stichting Zeeuwse Gronden, samenleving en participatie",Terneuzen,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41194854,Stichting Merem Medische Revalidatie,Hilversum,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
01169570,Academisch Ziekenhuis Groningen,Groningen,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
22057719,Stichting Wonen en Psychiatrie,Terneuzen,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
09125621,Stichting Pleyade,Arnhem,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
41066359,Stichting Laurentius Ziekenhuis Roermond,Roermond,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
61354740,HappyNurse Thuiszorg B.V.,'s-Gravenhage,2022,Coney Assurance B.V.,13000400,13000400,wettelijke_controle,goedkeurend,,
41090962,Stichting Valkenhof,Valkenswaard,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41244488,JP van den Bent stichting,Deventer,2022,KPMG Accountants N.V.,13000121,13000121,controle_onbepaald,goedkeurend,,
41059294,Stichting Interconfessionele Stichting Gezondheidszorg Rivierenland,Tiel,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
04055278,Stichting Interzorg Noord-Nederland,Assen,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41125903,Rosa Spier Stichting,Laren,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
61370630,Stichting Lokalis,Utrecht,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
24342726,Stichting Alerimus,Numansdorp,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41177433,Stichting Dianet,Utrecht,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
67366090,Coöperatie Hesterhuizen U.A.,Rosmalen,2022,Schipper Accountants B.V.,13000415,13000415,wettelijke_controle,goedkeurend,,
17206479,Smart Coach B.V.,'s-Hertogenbosch,2022,Van Eert accountants & adviseurs,overig_van_eert,,wnt_verantwoording,goedkeurend,,
41126848,Stichting Centrum voor Vrijwillige en Professionele Maatschappelijke Dienstverlening,Rotterdam,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
14126551,Stichting Zuyderland Zorg,Geleen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
51437848,Zuyderland Thuiszorg B.V.,Sittard,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41055664,Stichting Nijmeegs Interconfessioneel ziekenhuis Canisius-Wilhelmina,Nijmegen,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
78209994,Behandelcentrum Zorgplein B.V.,Dronten,2022,De Jong & Laan Controle B.V.,13000420,13000420,wnt_verantwoording,goedkeurend,,
24388202,Stichting Aafje Thuiszorg Huizen Zorghotels,Rotterdam,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
14125865,Zuyderland Zorgcentra B.V.,Sittard,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41059171,Stichting Protestants-Christelijk Zorgcentrum Anker,Kesteren,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,,,
41070330,"Stichting Maastricht Radiation Oncology ""Maastro-Clinic""",Maastricht,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41235021,Stichting Dijklander Ziekenhuis,Hoorn,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
17200931,Stichting Amaliazorg,Oirschot,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41095453,Stichting Het Laar,Tilburg,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
08154161,Stichting Aveleijn,Borne,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
50848542,Starlet Diagnostisch Centrum B.V.,Schoorl,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41107082,Stichting Thuiszorg West-Brabant,Roosendaal,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
62989227,Friesland Begeleid Wonen B.V.,Heerenveen,2022,aaff Audit en Assurance B.V.,13000259,13000259,productieverantwoording,goedkeurend,,
02086881,Stichting Zorggroep Meander,Veendam,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41020244,Stichting ICARE,Meppel,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41232302,Stichting Evean Zorg,Purmerend,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
08173909,Stichting Espria,Beilen,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41121600,"Protestantse Interkerkelijke Stichting ""Huis ter Leede""",Leerdam,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
04084443,Stichting De Trans,Rolde,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,ja
09103258,Stichting De Waalboog,Nijmegen,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
30244197,Universitair Medisch Centrum Utrecht,Utrecht,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
30242745,Stichting Zorggroep Charim,Veenendaal,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
32077906,Stichting Amaris Zorggroep,Laren,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
62984594,Esila Thuiszorg B.V.,Rotterdam,2022,Yilmaz & Van Zuijlen Accountants en Belastingadviseurs B.V.,overig_yilmaz_van_zuijlen,,wnt_verantwoording,goedkeurend,,
01115971,Amannij Zorg voor jou,Drachten,2022,Van der Meer Accountants B.V.,13000361,13000361,productieverantwoording,goedkeurend,,
34310392,Stichting Arkin,Amsterdam,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
27272512,Stichting Wassenaarse Zorgverlening,Wassenaar,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
32099806,Stichting Amerpoort,Baarn,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
62552007,Korian Zorg B.V.,Arnhem,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
61403660,Stichting Centrum voor Jeugd en Gezin Capelle aan den IJssel,Capelle aan den IJssel,2022,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
64770478,Stichting Veilig Thuis Midden-Brabant,Tilburg,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
80262783,Stichting Radboud universitair medisch centrum,Nijmegen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
61249394,Stichting Ayudo,Rotterdam,2022,Yilmaz & Van Zuijlen Accountants en Belastingadviseurs B.V.,overig_yilmaz_van_zuijlen,,wnt_verantwoording,goedkeurend,,
34259830,Stichting Amsta,Amsterdam,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41241831,STICHTING WOONZORGGROEP SAMEN,Schagen,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41047349,Stichting Het Maanderzand,Ede,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
18073067,Stichting Novadic-Kentron,Vught,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
56708874,stichting Laverhof,Schijndel,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,,,
08226238,Stichting Zekere Basis,Enschede,2022,KroeseWevers Audit B.V.,overig_kroesewevers_audit,,vrijwillige_controle,goedkeurend,,
63148501,Maastro Protonentherapie B.V.,Maastricht,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34305673,Stichting Zorggroep Amsterdam-Oost,Amsterdam,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
34185945,Stichting Jeugdbescherming Regio Amsterdam,Amsterdam,2022,Blömer accountants en adviseurs B.V.,13000263,13000263,wettelijke_controle,goedkeurend,,
20115882,Stichting Park Zuiderhout,Teteringen,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
22054145,Stichting Allévo,Goes,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24425068,Stichting Jah-Jireh Woonzorg,Wageningen,2022,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
27195258,Stichting Johannahuis,Wassenaar,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41102327,Stichting St. Elisabeth,Roosendaal,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
06091594,"Jarabee, Stichting voor Jeugdzorg in Twente",Hengelo,2022,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,ja
54852838,Stichting SeysCentra,Malden,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41126544,Stichting Protestants Christelijk Ziekenhuis Ikazia,Rotterdam,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
65858190,Incluzio Hollands Kroon B.V.,Schiedam,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41184520,Stichting De Forensische Zorgspecialisten,Utrecht,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
27181317,Stichting Geestelijke Gezondheidszorg Delfland,Delft,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41265769,Stichting Abrona,Huis ter Heide,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
54059208,Coöperatie RAV Fryslân U.A.,Drachten,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
11044044,Stichting Rivas Zorggroep,Gorinchem,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
70566682,Stichting Orthopedische en Sportmedische Klinieken Oost Nederland,Hengelo,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05068689,Stichting Trias Jeugdhulp,Zwolle,2022,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
14075233,Stichting Pergamijn,Sittard,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41000588,Protestants Christelijke Stichting Woonzorgcentrum Foswert,Ferwert,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41130278,"Stichting Salem, wonen met zorg",Ridderkerk,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
08088958,Stichting Zorggroep Manna,Enschede,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41180032,Stichting Warande,Zeist,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
30161681,Stichting Altrecht,Zeist,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
01178096,Stichting Alliade,Heerenveen,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
02035346,Stichting Dialyse Centrum Groningen,Groningen,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41073449,Stichting Sevagram Zorgcentra,Heerlen,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41096992,Stichting Amarant,Tilburg,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
40530817,Stichting Het Nederlands Kanker Instituut-Antoni van Leeuwenhoek Ziekenhuis,Amsterdam,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
58176942,Compartijn Exploitatie B.V.,Woerden,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
30147072,Stichting Bartiméus Sonneheerdt,Zeist,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05075996,Stichting Saxenburgh,Hardenberg,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41076072,Stichting Bejaardenzorg Clara Fey,Maastricht,2022,Stichting Audit Only,13000655,13000655,wettelijke_controle,goedkeurend,,
08215422,Stichting Viattence,Epe,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
24264945,Stichting Pameijer,Rotterdam,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
34253389,CrisisCare B.V.,Amsterdam,2022,RSM Netherlands Accountants N.V.,13000090,13000090,wettelijke_controle,goedkeurend,,
34184520,Stichting ViVa! Zorggroep,Velsen-Noord,2022,KPMG Accountants N.V.,13000121,13000121,controle_onbepaald,goedkeurend,,
41225437,Stichting Regionale Instelling voor Beschermd Wonen Kennemerland/Amstelland en de Meerlanden,Haarlem,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
75581868,Praktijk Rood B.V.,Amsterdam,2022,NBC Audit Services B.V.,13000197,13000197,wnt_verantwoording,goedkeurend,,
50024078,Stichting Zorgwaard,Puttershoek,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41055707,"Stichting Malderburch, welzijn, wonen en zorg",Malden,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
80046444,De 4 jaargetijden Barneveld B.V.,Voorthuizen,2022,Hilgers Accountants B.V.,overig_hilgers_accountants,,wnt_verantwoording,goedkeurend,,
17126402,Stichting Savant Zorg,Helmond,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41001316,Stichting Radiotherapeutisch Instituut Friesland,Leeuwarden,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41121403,CuraMare (Stichting),Dirksland,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41055407,Stichting Gasthuis Sint Jan de Deo,Millingen aan de Rijn,2022,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
23091362,Stichting Albert Schweitzer Ziekenhuis,Dordrecht,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
28116689,Stichting Topaz,Leiden,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34126607,De ZorgSpecialist B.V.,Santpoort-Noord,2022,RSM Netherlands Accountants N.V.,13000090,13000090,wettelijke_controle,goedkeurend,,
34109793,Rooms Katholieke Stichting Zorgcentra Meerlanden,Badhoevedorp,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41128994,Stichting IJsselland Ziekenhuis,Capelle aan den IJssel,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
33133450,Allerzorg B.V.,Woerden,2022,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
41017323,Stichting Wilhelmina Ziekenhuis Assen,Assen,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
62065629,Stichting Stadskamer,Doetinchem,2022,Metis Audit B.V.,13020131,13020131,wettelijke_controle,goedkeurend,,
41081032,Stichting Reinier van Arkel,'s-Hertogenbosch,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
54563739,Snijders & Müllges Centrum voor Psychotherapie B.V.,Heerlen,2022,Wolting & Versteegh B.V.,13000665,13000665,wnt_verantwoording,goedkeurend,,
30160566,Bergman Medical Care B.V.,Naarden,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
83250417,Woonzorg Sanniek B.V.,Havelte,2022,Mulderij & Partners Audit en Assurance B.V.,13020027,13020027,wnt_verantwoording,goedkeurend,,
74945564,Yarin Jeugdhulp B.V.,Zwolle,2022,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,productieverantwoording,goedkeurend,,
28103868,Stichting Het Raamwerk,Noordwijkerhout,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41165544,Stichting ARQ Centrum'45,Oegstgeest,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
09181367,Stichting Insula Dei Huize Kohlmann,Arnhem,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
37109706,Stichting Ketenzorg West-Friesland,Hoorn,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41074124,Stichting Vivantes Zorggroep,Geleen,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41125061,Stichting Humanitas,Rotterdam,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
02071053,Stichting Landelijke Instelling voor Maatschappelijke Ondersteuning en Rehabilitatie,Leeuwarden,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41095516,Stichting Dr. Bernard Verbeeten Instituut,Tilburg,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
04058025,Noord Nederlandse Coöperatie van Zorgorganisaties U.A.,Hoogeveen,2022,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
39084589,Stichting Zorggroep Oude en Nieuwe Land,Steenwijk,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41155836,Stichting Joods Bejaardencentrum Den Haag,'s-Gravenhage,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
04075244,Stichting Trajectum,Zwolle,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
55426980,DM Exploitatie B.V.,Hilversum,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41181294,Landelijke Stichting Vredenoord,Huis ter Heide,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
01157981,Stichting Pathologie Friesland,Leeuwarden,2022,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
51712148,Veiligheidsregio Rotterdam-Rijnmond,Rotterdam,2022,Publiek Belang Accountants B.V.,13020071,13020071,wettelijke_controle,goedkeurend,,
41051592,Stichting Catharina,Arnhem,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27283988,Stichting Cardia,'s-Gravenhage,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41247103,Stichting Woonzorg Flevoland,Lelystad,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41125492,Stichting Oogziekenhuis Rotterdam,Rotterdam,2022,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41052011,Stichting Entrea Lindenhout,Arnhem,2022,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
41052159,Stichting Jeugdbescherming Gelderland,Arnhem,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
37141322,"Stichting Warm Thuis, wonen en welzijn voor mensen met dementie",Oterleek,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wnt_verantwoording,goedkeurend,,
70057362,Ab-Hulp Twente WLZ B.V.,Oldenzaal,2022,SMK Audit B.V.,13000231,13000231,productieverantwoording,goedkeurend,,
41165322,Interkerkelijke Stichting voor Zorg en Welzijn Groot Hoogwaak,Noordwijk,2022,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41133849,"De Kijvelanden, instelling voor forensische Psychiatrie (Stichting)",Rhoon,2022,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
05060683,Stichting Zorgspectrum Het Zand,Zwolle,2022,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
55583261,Stichting Atalmedial,Amsterdam,2022,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41165834,Stichting De Haardstee,Leiden,2022,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
66374812,Crataegus Zorg B.V.,Dorst,2022,Schipper Accountants B.V.,13000415,13000415,wnt_verantwoording,goedkeurend,,
41076731,Stichting Woonzorgcentrum De Beyart,Maastricht,2022,Audit Service Plus B.V.,13000790,13000790,wettelijke_controle,goedkeurend,,
