kvk,naam,plaats,boekjaar,kantoor,kantoor_sleutel,afm_nummer,type_opdracht,oordeel,grond_beperking,continuiteitsonzekerheid
59324430,Stichting Radar Uitvoering,Venlo,2020,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
41118305,De Blije Borgh / Protestants Interkerkelijke Stichting Zorgverlening Hendrik-Ido-Ambacht,Hendrik Ido Ambacht,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05075996,Saxenburgh Medisch Centrum,Hardenberg,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41047145,Samen Zorgen (Stichting),Herveld,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
11066251,Therapeutische Zorginstelling De Oase (Stichting),Varik,2020,Monteba Accountants en Adviseurs,overig_monteba_accountants,,wnt_verantwoording,goedkeurend,,
10043379,Kalorama (Stichting),Beek Ubbergen,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41087534,Kempenhaeghe (Stichting),Heeze,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
17225125,BrabantZorg (Stichting),Oss,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
53735587,Reumazorg Zuid-West Nederland,Goes,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
41181294,Landelijke Stichting Vredenoord,Huis ter Heide Ut,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41118005,Protestantse Zorggroep Crabbehoff (Stichting),Dordrecht,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05075690,Omega Groep B.V.,Zwolle,2020,Bentacera Registeraccountants B.V.,13000492,13000492,wettelijke_controle,goedkeurend,,
58066330,Het Huis van de Straat (V.O.F.),Denekamp,2020,Forvis Mazars Accountants N.V.,13000408,13000408,productieverantwoording,goedkeurend,,
51880474,Praktijk voor Psychiatrie en Psychotherapie Hagedoorn B.V.,Heerde,2020,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,wnt_verantwoording,goedkeurend,,
56486243,The Horse Valley woonzorg en begeleiding (Stichting),Roggel,2020,Auren Audit & Assurance Amsterdam B.V.,13020031,13020031,wnt_verantwoording,goedkeurend,,
41180827,"Stichting tot het Verzorgen van Verstandelijk Gehandicapten ""De Schutse"", Uitgaande van de Gereformeerde Gemeenten in Nederland",Kesteren,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41223799,KennemerHart (Stichting),Haarlem,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41047476,Hervormde Stichting tot Verzorging van Ouderen NEBOPLUS (Stichting),Barneveld,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41128994,IJsselland Ziekenhuis (Stichting),Capelle aan den IJssel,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41032283,Zorgfederatie Oldenzaal (Stichting),Oldenzaal,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
70019258,Praktijk Relou B.V.,Arnhem,2020,Flynth Audit B.V.,13000519,13000519,wnt_verantwoording,goedkeurend,,
18081254,De Riethorst Stromenland (Stichting),Geertruidenberg,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41241831,Woonzorggroep Samen (Stichting),Schagen,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
09103258,"De Waalboog, Zorg, Welzijn en Wonen (Stichting)",Nijmegen,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
20135179,tanteLouise (Stichting),Bergen op Zoom,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41107082,Thuiszorg West-Brabant (Stichting),Roosendaal,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
41055664,Nijmeegs Interconfessioneel ziekenhuis Canisius-Wilhelmina (Stichting),Nijmegen,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
17127118,St. Anna Zorggroep (Stichting),Geldrop,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41099316,Zorgplein Maaswaarden (Stichting),Wijk en Aalburg,2020,Forvis Mazars Accountants N.V.,13000408,13000408,wettelijke_controle,goedkeurend,,
41035085,LPC SBD Centraal Nederland (Stichting),Nunspeet,2020,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
41099111,De Wijngaerd (Stichting),Made,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
17280768,Da Vinci Kliniek (Stichting),Geldrop,2020,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
41149113,De Hoogstraat Revalidatie (Stichting),Utrecht,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
02086881,Zorggroep Meander/Veenkade (Stichting),Veendam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41103038,Missiehuis Vrijland (Stichting),Oosterbeek,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
20136126,Revant (Stichting),Breda,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
39068356,Triade-Vitree (Stichting),Lelystad,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
28084849,Cardea Jeugdzorg (Stichting),Leiden,2020,Crowe Foederer Audit & Assurance B.V.,13000413,13000413,wettelijke_controle,goedkeurend,,
41074124,Vivantes Zorggroep (Stichting),Geleen,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41049838,Klimmendaal (Stichting),Arnhem,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41133849,"De Kijvelanden, instelling voor forensische Psychiatrie (Stichting)",Rhoon,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41190476,Stichting Onderwijs Voorrang Eemland,Amersfoort,2020,WITh Accountants B.V.,overig_with_accountants,,vrijwillige_controle,goedkeurend,,
61806897,Jeugdteams Zuid-Holland Zuid (Stichting),Dordrecht,2020,Astrium Overheidsaccountants B.V.,overig_astrium_overheidsaccountants,,vrijwillige_controle,goedkeurend,,
41149243,OnderwijsAdvies,Zoetermeer,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
70072388,Stichting Facial Harmony Clinics,Capelle aan den IJssel,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wnt_verantwoording,goedkeurend,,
41062263,Bejaardenzorg Lazaristen en Dochters der Liefde (Stichting),Panningen,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
34289162,UvA - Minds B.V.,Amsterdam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,productieverantwoording,goedkeurend,,
14091372,Talent B.V.,Eckelrade,2020,Denote Assurance B.V.,13020082,13020082,wettelijke_controle,goedkeurend,,
41238376,"Protestants Christelijke Stichting voor Wonen en Zorg, Zorgcentrum Horizon",Broek op Langedijk,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41172020,"Stichting Vrije Tijd en Vorming Midden-Holland ""De Klup""",Gouda,2020,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,wettelijke_controle,oordeelonthouding,,ja
58497978,Dagelijks Leven Zorg (B.V).,Apeldoorn,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
24332597,Jeugdbescherming Rotterdam Rijnmond (Stichting),Rotterdam,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41098121,"Maatschappelijke Opvang Midden Brabant, Traverse (Stichting)",Tilburg,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
65311272,Hart voor Jeugd,Leiderdorp,2020,Zirkzee Audit B.V.,overig_zirkzee_audit,,vrijwillige_controle,goedkeurend,,
01105869,Kinderopvang ’t Hummelhûs V.O.F.,Oudehorne,2020,Accon avm Controlepraktijk B.V.,overig_accon_avm_controlepraktijk,,productieverantwoording,goedkeurend,,
22057719,Wonen en Psychiatrie (Stichting),Terneuzen,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
17124397,Nieuwe Eindhovense Opvang Stichting (Neos),Eindhoven,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
55426980,DM Exploitatie B.V.,Haarlem,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41125094,Hervormde Stichting Bejaardenzorg Capelle a/d IJssel,Capelle aan den IJssel,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41122080,Stichting De Merwelanden,Dordrecht,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
17218095,Volckaert (Stichting),Dongen,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
02095109,Anders Thuis Eenmanszaak,Norg,2020,Van der Meer Accountants B.V.,13000361,13000361,productieverantwoording,goedkeurend,,
41032027,Ambulance Oost (Stichting),Hengelo (ov),2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
14093330,Medisch Coordinatiecentrum Omnes B.V.,Sittard,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
34200840,Stichting Partners voor Jeugd,Amsterdam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
32170415,RAV Gooi en Vechtstreek,Bussum,2020,Hofsteenge Zeeman Groep,overig_hofsteenge_zeeman,,vrijwillige_controle,,,
54067553,Dagbesteding Krimpenerwaard (Stichting),Lekkerkerk,2020,Borrie Audit B.V.,13000009,13000009,wnt_verantwoording,goedkeurend,,
41239364,Alkcare (Stichting),Oudorp Nh,2020,WEA Audit B.V.,13000736,13000736,wettelijke_controle,goedkeurend,,
41020244,ICARE (Stichting),Meppel,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
28107195,Herengracht 100 (Stichting),Leiden,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
41202793,Stichting Humanitas voor Dienstverlening aan Mensen met een Hulpvraag,Nieuwegein,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
54563739,Snijders & Müllges Centrum voor Psychotherapie B.V.,Heerlen,2020,Wolting & Versteegh B.V.,13000665,13000665,wnt_verantwoording,goedkeurend,,
64770478,Veilig Thuis Midden-Brabant (Stichting),Tilburg,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41232302,Stichting Evean Zorg,Purmerend,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41125903,Rosa Spier Stichting,Laren Nh,2020,Accountants voor de Gezondheidszorg B.V.,13020048,13020048,wettelijke_controle,goedkeurend,,
51166909,Autisme Centrum in Contact (ACIC) (Maatschap),Hilversum,2020,Share Impact Accountants B.V.,13020072,13020072,productieverantwoording,goedkeurend,,
27370927,Centrum Jeugd & Gezin Den Haag,Den Haag,2020,Gemeentelijke Accountantsorganisatie Den Haag,overig_gao_den_haag,,vrijwillige_controle,goedkeurend,,
41178623,Maria Dommer Stichting,Maarssen,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
54135079,B.V. Vicino Noord-Holland Noord,Alkmaar,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
33126076,Ambulance Amsterdam B.V.,Amsterdam,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
39084589,Zorggroep Oude en Nieuwe Land (Stichting),Steenwijk,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41126751,Stichting Laurens,Rotterdam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
69862605,Mark Jager Coaching,Eindhoven,2020,Denote Assurance B.V.,13020082,13020082,productieverantwoording,goedkeurend,,
54059208,Coöperatie RAV Fryslân U.A.,Drachten,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41095516,Dr. Bernard Verbeeten Instituut (Stichting),Tilburg,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41020664,UMCG Ambulancezorg,Tynaarlo,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
41193067,Dialysecentrum Tergooi B.V.,Hilversum,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41068374,"Stichting voor Verpleeg-, Verzorgings- en Woonfaciliteiten Land van Horne",Weert,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
34377971,Veiligheidsregio Kennemerland (Veilig Thuis),Haarlem,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
09148559,Zorgcombinatie Marga Klompé (Stichting),Groenlo,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
27185703,Zorginstellingen Pieter van Foreest (Stichting),Delft,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
64376265,Werk & Begeleiding Oost Nederland B.V.,Amersfoort,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
17278973,Regionale Ambulance Voorziening Brabant Midden-West-Noord (Publiekrechtelijke rechtspersoon),Tilburg,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41046810,Slingeland Ziekenhuis (Stichting),Doetinchem,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
27255600,Jeugdformaat (Stichting),Rijswijk Zh,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
64376176,Werk & Begeleiding West Gelderland B.V.,Amersfoort,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
08149444,Tactus Verslavingszorg (Stichting),Deventer,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
64376184,Werk & Begeleiding Noord Holland B.V.,Amersfoort,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41199892,Brentano Amstelveen (Stichting),Amstelveen,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
64376141,Werk en Begeleiding Flevoland en Gooi (Philadelphia),Amersfoort,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
72493674,"Coöperatie Samenwerkingsverband Basishulp Jeugd Heerlen, Landgraaf, Voerendaal U.A.",Heerlen,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
51688867,"Elan, Christelijke Praktijk voor Welzijn, Maatschappelijke Dienstverlening en Therapie Stichting",Barneveld,2020,Stolwijk Kelderman Accountants Fiscalisten,13000458,13000458,wettelijke_controle,goedkeurend,,
41071981,MeanderGroep Zuid-Limburg,Landgraaf,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
74945564,Yarin Jeugdhulp B.V.,Zwolle,2020,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,wnt_verantwoording,goedkeurend,,
09185840,Psychiatriepraktijk Wageningen B.V.,Wageningen,2020,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,productieverantwoording,goedkeurend,,
41222327,Humanistische Stichting Zorggroep Reinalda,Haarlem,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
08154763,Zorggroep Apeldoorn en omstreken (Stichting),Apeldoorn,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41038965,Streekziekenhuis Koningin Beatrix (Stichting),Winterswijk,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
34184617,Zorg Ondersteuning Nederland (Stichting),Almere,2020,Omnyacc Heerhugowaard,13000288,13000288,wettelijke_controle,goedkeurend,,
41169384,Stichting Jeugdbescherming west Zuid-Holland,'s-Gravenhage,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
65136225,Heelkunde Friesland (Stichting),Leeuwarden,2020,BDO Audit & Assurance B.V.,13000311,13000311,wnt_verantwoording,goedkeurend,,
69233934,Veilig Thuis Rotterdam Rijnmond,Rotterdam,2020,Visser & Visser Audit en Assurance B.V.,13000491,13000491,wettelijke_controle,goedkeurend,,
27195258,Johannahuis (Stichting),Wassenaar,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
02096312,Stichting Schouderaanschouder,Assen,2020,Smids en Schakel Accountants en Adviseurs B.V.,13000493,13000493,wnt_verantwoording,goedkeurend,,
41231194,Wilgaerdenleekerweide Groep (Stichting),Wognum,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
28111649,Libertas Leiden (Stichting),Leiden,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
27366422,Leids Universitair Medisch Centrum (LUMC),Leiden,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
09212724,GGD Gelderland-Zuid (Veilig Thuis),Nijmegen,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41155311,Anton Constandse (Stichting),Den Haag,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
51662264,Dienstencentrum Oud Burgeren Gasthuis (Stichting),Nijmegen,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41081261,Maatschappelijke Opvang Verdihuis (Stichting),Oss,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
56840276,Radiotherapiegroep (Stichting),Arnhem,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41066221,Stichting Koraal,Sittard,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08088958,Zorggroep Manna (Stichting),Enschede,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
65154096,Stichting Actolei,Zenderen,2020,SMK Audit B.V.,13000231,13000231,wnt_verantwoording,goedkeurend,,
27248096,Saffier - De Residentie Groep,'s-Gravenhage,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
01157981,Pathologie Friesland (Stichting),Leeuwarden,2020,De Jong & Laan Controle B.V.,13000420,13000420,wettelijke_controle,goedkeurend,,
58653473,HollandPTC,Delft,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
14107754,Zorggroep Triade B.V.,Brunssum,2020,New Vision Auditors B.V.,13000446,13000446,productieverantwoording,goedkeurend,,
14070894,Xonar (Stichting),Maastricht,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
22045081,Stichting Tragel,Clinge,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
28103868,Het Raamwerk (Stichting),Noordwijkerhout,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
27272512,Wassenaarse Zorgverlening (Stichting),Wassenaar,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
01170406,Treant Zorggroep (Stichting),Hoogeveen,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
32077906,Amaris Zorggroep (Stichting),Laren Nh,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
34268813,Stichting Participe Amstelland,Amstelveen,2020,Grant Thornton Audit en Assurance B.V.,13000524,13000524,wettelijke_controle,goedkeurend,,
34305673,Zorggroep Amsterdam Oost (Stichting),Amsterdam,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
56839308,Indigo Gelderland e.o. B.V.,Renkum,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41059891,Woon- en Zorgcentrum Avondlicht (Stichting),Herwijnen,2020,M & K Audit B.V.,13000196,13000196,wettelijke_controle,goedkeurend,,
63300664,Leger des Heils Jeugdbescherming & Reclassering (Stichting),Almere,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
09140691,Pro Persona Holding (Stichting),Renkum,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
50226339,Stichting King Arthur Groep,Bilthoven,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
41088185,Maatschappelijke Opvang Helmond en omgeving (Stichting),Helmond,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
50024078,Zorgwaard (Stichting),Puttershoek,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
24466627,Coöperatie Ambulancezorg Rotterdam-Rijnmond U.A. (Coöperatieve vereniging),Barendrecht,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41088255,Stichting Vitalis WoonZorg Groep,Eindhoven,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41055111,Sint Maartenskliniek (Stichting),Nijmegen,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41118911,Sjaloom Zorg (Stichting),Dirksland,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
27315308,Prodeba B.V,Zoeterwoude,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
41050605,"RST Zorgverleners, RST Zorgverleners Waardenland, RST Zorgverleners (Zwolle) (Stichting)",Barneveld,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41095453,Het Laar (Stichting),Tilburg,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
28116689,Topaz (Stichting),Leiden,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41077793,Stichting LEVANTOgroep,Sittard,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
34321379,Reade (Stichting),Amsterdam,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
17151696,Bureau Jeugdzorg Noord-Brabant (Stichting),'s-Hertogenbosch,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
41188061,Sprank (Stichting),Zwolle,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
61597201,Coöperatie Tuys,Eefde,2020,KRC Van Elderen Registeraccountants B.V.,13000113,13000113,productieverantwoording,oordeelonthouding,,
41096968,RIBW Brabant (Stichting),Tilburg,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
09143072,Attent Zorg en Behandeling (Stichting),De Steeg,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
67702848,Veilig Thuis Zuidoost-Brabant (Stichting),Helmond,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
41000801,Zorgcentrum Talma Urk (Stichting),Urk,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
01087289,Zorgcombinatie Interzorg (Stichting),Ferwert,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
67639054,Stichting Veilig Thuis Brabant Noordoost,'s-Hertogenbosch,2020,Q-Concepts Accountancy B.V.,13000773,13000773,wettelijke_controle,goedkeurend,,
30161679,De Rading (Stichting),Utrecht,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
63148501,Maastro Protonentherapie B.V.,Maastricht,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
41070330,Maastricht Radiation Oncology 'Maastro Clinic' (Stichting),Maastricht,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
08154161,Aveleijn (Stichting),Borne,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
41231298,Zaans Medisch Centrum (Stichting),Zaandam,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,ja
02071053,Landelijke Instelling voor Maatschappelijke Ondersteuning en Rehabilitatie (Stichting),Leeuwarden,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
14131474,"GGD Zuid Limburg (Veilig Thuis, RAV)",Heerlen,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
11044044,Rivas Zorggroep (Stichting),Gorinchem,2020,Deloitte Accountants B.V.,13000015,13000015,wettelijke_controle,goedkeurend,,
08186976,Stichting Baalderborg Groep,Hardenberg,2020,EY Accountants B.V.,13020186,13020186,wettelijke_controle,goedkeurend,,
41119524,Woongemeenschap voor Ouderen (Stichting),Piershil,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
41038232,Zorg-Wooncentrum Den Bouw Warnsveld (Stichting),Warnsveld,2020,Coöperatie ConFirm U.A.,13020039,13020039,wettelijke_controle,goedkeurend,,
09202321,Zinzia Zorggroep (Stichting),Renkum,2020,PricewaterhouseCoopers Accountants N.V.,13000291,13000291,wettelijke_controle,goedkeurend,,
08142634,Zorgaccent (Stichting),Almelo,2020,KPMG Accountants N.V.,13000121,13000121,wettelijke_controle,goedkeurend,,
24342726,Alerimus (Stichting),Numansdorp,2020,Verstegen accountants en adviseurs B.V.,13000147,13000147,wettelijke_controle,goedkeurend,,
05082174,Carinova Groep (Stichting),Deventer,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
57156417,Diagnovum,Tilburg,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
05060683,Stichting Zorgspectrum Het Zand,Zwolle,2020,BDO Audit & Assurance B.V.,13000311,13000311,wettelijke_controle,goedkeurend,,
17200931,Amaliazorg (Stichting),Oirschot,2020,Baker Tilly (Netherlands) B.V.,13000741,13000741,wettelijke_controle,goedkeurend,,
